id_service,id_product,id_client,id_employe,quantite,avis,date_service
2188,37,9326,66,9,5,02/07/2017 10:10:20
2189,8,1244,62,4,3,02/07/2017 10:17:03
2190,36,22749,56,2,1,02/07/2017 11:42:30
2191,23,15261,65,7,1,02/07/2017 12:08:51
2192,57,15811,46,7,4,02/07/2017 12:11:37
2193,15,6012,61,1,2,02/07/2017 12:53:14
2194,6,2739,65,8,2,02/07/2017 14:45:37
2195,43,6272,60,4,2,02/07/2017 15:50:27
2196,64,128,52,2,4,02/07/2017 15:51:02
2197,56,216,44,5,2,02/07/2017 16:00:32
2198,56,2144,50,9,4,02/07/2017 16:04:52
2199,14,24448,66,6,5,02/07/2017 16:28:03
2200,28,27765,44,1,3,02/07/2017 18:04:46
2201,34,8231,46,3,1,02/07/2017 18:04:49
2202,51,16537,56,3,3,02/07/2017 18:06:06
2203,18,4191,53,4,3,02/07/2017 18:47:01
2204,54,8744,58,5,5,02/07/2017 19:04:52
2205,54,14905,34,5,1,02/07/2017 21:17:01
2206,29,10976,44,9,5,02/07/2017 21:51:59
2207,14,14142,63,1,4,02/07/2017 23:32:09
2208,37,9500,58,7,1,02/07/2017 23:56:29
2209,32,7830,34,3,3,03/07/2017 00:10:08
2210,16,5142,52,4,5,03/07/2017 00:19:45
2211,53,15493,55,7,3,03/07/2017 00:32:47
2212,34,14386,55,5,5,03/07/2017 01:10:37
2213,20,25414,54,4,1,03/07/2017 01:36:19
2214,66,3709,48,8,2,03/07/2017 01:42:29
2215,1,19795,52,1,1,03/07/2017 01:46:58
2216,29,29521,58,2,3,03/07/2017 02:34:15
2217,35,25145,44,7,5,03/07/2017 02:40:25
2218,37,15595,61,3,3,03/07/2017 02:47:03
2219,40,18844,67,7,4,03/07/2017 03:12:58
2220,64,10935,58,5,2,03/07/2017 03:15:46
2221,13,1503,64,3,3,03/07/2017 03:59:57
2222,23,4076,57,6,2,03/07/2017 06:26:23
2223,29,12169,51,2,5,03/07/2017 06:35:22
2224,43,19033,57,7,5,03/07/2017 07:03:55
2225,65,26403,39,8,4,03/07/2017 08:05:17
2226,32,28030,57,6,1,03/07/2017 08:15:54
2227,53,18452,47,9,2,03/07/2017 08:23:50
2228,8,25221,37,3,4,03/07/2017 09:14:14
2229,50,3687,61,7,4,03/07/2017 09:35:39
2230,52,29209,64,6,2,03/07/2017 12:47:59
2231,21,3138,67,2,4,03/07/2017 12:52:57
2232,39,21248,37,1,5,03/07/2017 13:22:21
2233,36,4685,62,4,3,03/07/2017 14:29:18
2234,26,16389,38,9,3,03/07/2017 14:38:45
2235,24,12529,46,3,4,03/07/2017 15:07:09
2236,9,24762,67,1,3,03/07/2017 15:31:40
2237,13,11247,50,8,4,03/07/2017 16:02:52
2238,37,27614,40,9,4,03/07/2017 16:27:36
2239,46,21284,56,9,1,03/07/2017 17:28:29
2240,21,8030,61,1,2,03/07/2017 17:55:59
2241,7,1298,59,4,2,03/07/2017 18:59:58
2242,65,9721,57,9,4,03/07/2017 19:07:11
2243,24,27095,52,7,2,03/07/2017 19:55:53
2244,32,12674,43,1,4,03/07/2017 21:09:34
2245,11,5280,59,4,3,03/07/2017 21:38:40
2246,34,18533,44,7,3,03/07/2017 22:20:23
2247,56,4088,39,2,4,03/07/2017 23:05:57
2248,57,14569,44,4,4,03/07/2017 23:38:57
2249,40,17246,58,9,2,03/07/2017 23:52:11
2250,66,16786,41,4,2,04/07/2017 02:07:42
2251,52,12419,50,9,1,04/07/2017 03:25:08
2252,60,4075,56,5,2,04/07/2017 03:25:17
2253,15,24481,40,6,1,04/07/2017 03:43:41
2254,45,24143,59,7,5,04/07/2017 05:31:56
2255,23,27642,53,6,2,04/07/2017 05:35:19
2256,40,26243,35,9,2,04/07/2017 05:49:42
2257,39,6927,48,6,2,04/07/2017 10:25:13
2258,37,24008,54,5,5,04/07/2017 10:29:37
2259,66,18060,37,9,4,04/07/2017 10:37:03
2260,40,16109,35,9,4,04/07/2017 11:12:15
2261,11,9713,47,8,3,04/07/2017 11:50:27
2262,31,25270,67,2,2,04/07/2017 12:16:20
2263,11,16095,53,6,2,04/07/2017 12:58:49
2264,63,24718,47,8,4,04/07/2017 13:24:06
2265,31,4076,50,5,3,04/07/2017 13:39:13
2266,30,9100,48,7,2,04/07/2017 14:12:37
2267,58,16454,49,7,2,04/07/2017 14:17:52
2268,46,3988,52,4,4,04/07/2017 14:23:51
2269,35,26539,61,3,3,04/07/2017 15:06:17
2270,26,15650,41,6,3,04/07/2017 15:31:26
2271,70,20960,56,2,5,04/07/2017 15:53:47
2272,26,14883,60,8,2,04/07/2017 17:28:23
2273,30,11970,40,1,3,04/07/2017 17:47:54
2274,54,26535,37,1,2,04/07/2017 18:06:41
2275,20,12295,54,9,1,04/07/2017 18:36:59
2276,56,20023,56,7,5,04/07/2017 19:03:01
2277,1,620,67,2,1,04/07/2017 20:33:49
2278,30,18624,43,1,3,04/07/2017 21:15:29
2279,6,18044,51,7,1,04/07/2017 21:40:54
2280,49,273,61,9,2,04/07/2017 21:48:58
2281,8,16674,59,8,5,04/07/2017 22:37:56
2282,33,6589,45,5,5,04/07/2017 22:41:33
2283,53,8419,35,1,3,04/07/2017 23:04:18
2284,49,14012,57,6,3,04/07/2017 23:07:30
2285,11,8055,63,2,1,04/07/2017 23:27:15
2286,70,25341,34,9,2,04/07/2017 23:31:54
2287,20,6554,54,7,2,05/07/2017 01:46:04
2288,64,9484,60,6,5,05/07/2017 03:00:23
2289,17,24295,50,7,1,05/07/2017 03:38:36
2290,37,18927,48,2,4,05/07/2017 05:57:52
2291,49,21408,42,8,2,05/07/2017 07:24:22
2292,52,11914,34,2,2,05/07/2017 07:45:25
2293,48,24550,56,6,4,05/07/2017 08:49:37
2294,44,25836,48,5,5,05/07/2017 08:51:22
2295,27,19766,62,8,1,05/07/2017 09:05:03
2296,32,28188,54,3,2,05/07/2017 09:08:42
2297,42,10225,60,4,1,05/07/2017 09:47:27
2298,4,9485,43,2,4,05/07/2017 09:48:09
2299,24,25681,49,1,3,05/07/2017 10:15:20
2300,47,12484,59,1,4,05/07/2017 10:25:20
2301,39,21437,39,7,4,05/07/2017 11:23:54
2302,8,8703,56,3,1,05/07/2017 13:05:00
2303,22,20116,66,9,5,05/07/2017 14:38:03
2304,32,17076,34,4,3,05/07/2017 15:05:44
2305,30,6664,60,8,2,05/07/2017 15:13:35
2306,62,3799,67,4,2,05/07/2017 15:43:54
2307,56,4634,34,5,5,05/07/2017 16:41:07
2308,53,11275,62,5,2,05/07/2017 17:52:56
2309,10,3933,43,8,3,05/07/2017 17:53:41
2310,4,5446,62,7,5,05/07/2017 20:42:00
2311,32,21239,43,1,3,05/07/2017 20:56:21
2312,65,23756,41,1,1,05/07/2017 22:34:59
2313,33,5950,39,8,2,06/07/2017 01:04:23
2314,61,19142,43,6,4,06/07/2017 01:25:50
2315,14,5875,40,7,3,06/07/2017 01:32:40
2316,66,7936,66,9,3,06/07/2017 02:48:54
2317,21,27802,47,1,1,06/07/2017 03:59:48
2318,6,5099,35,8,4,06/07/2017 04:04:16
2319,60,17619,64,3,5,06/07/2017 04:09:34
2320,14,27759,44,9,4,06/07/2017 05:32:52
2321,38,27866,44,6,4,06/07/2017 06:01:34
2322,2,9467,62,1,4,06/07/2017 06:18:21
2323,55,4552,55,4,2,06/07/2017 06:27:45
2324,53,27396,51,3,5,06/07/2017 07:00:45
2325,11,9264,37,5,1,06/07/2017 07:51:11
2326,51,18864,55,6,4,06/07/2017 09:02:51
2327,31,11388,42,6,1,06/07/2017 10:22:12
2328,3,29852,37,4,2,06/07/2017 11:06:59
2329,36,11135,46,7,4,06/07/2017 13:17:28
2330,10,841,40,1,1,06/07/2017 13:51:29
2331,68,253,59,9,5,06/07/2017 14:31:05
2332,33,11882,65,2,1,06/07/2017 15:30:35
2333,34,12571,34,8,1,06/07/2017 16:24:12
2334,71,27084,60,4,4,06/07/2017 18:40:11
2335,49,11059,34,4,1,06/07/2017 19:06:37
2336,70,14562,55,5,2,06/07/2017 19:38:20
2337,10,14246,44,4,3,06/07/2017 20:06:41
2338,52,24142,34,1,5,06/07/2017 21:00:56
2339,44,16122,63,3,3,06/07/2017 21:10:07
2340,20,2765,67,7,1,06/07/2017 21:56:22
2341,16,26432,64,8,2,06/07/2017 22:20:47
2342,62,17323,66,3,5,06/07/2017 23:06:26
2343,69,15965,57,5,3,06/07/2017 23:08:23
2344,64,19677,64,4,1,06/07/2017 23:52:32
2345,44,29158,47,5,2,06/07/2017 23:53:48
2346,61,5126,63,1,1,07/07/2017 00:03:38
2347,45,6175,38,9,2,07/07/2017 00:39:54
2348,54,11431,50,3,3,07/07/2017 00:48:08
2349,21,6641,46,2,3,07/07/2017 01:20:49
2350,53,26542,41,4,3,07/07/2017 02:06:24
2351,46,27308,35,9,5,07/07/2017 02:33:46
2352,40,11404,53,4,1,07/07/2017 03:53:15
2353,9,12394,50,3,4,07/07/2017 05:12:33
2354,11,467,60,5,1,07/07/2017 05:51:57
2355,31,2037,65,3,4,07/07/2017 05:54:52
2356,40,6070,54,2,3,07/07/2017 06:00:37
2357,21,13839,64,1,5,07/07/2017 06:27:25
2358,62,22343,50,5,2,07/07/2017 06:46:38
2359,29,15810,37,4,3,07/07/2017 06:58:17
2360,9,8017,43,4,5,07/07/2017 07:32:14
2361,38,2056,35,4,2,07/07/2017 07:37:49
2362,28,24420,54,3,3,07/07/2017 07:50:22
2363,29,15831,38,8,5,07/07/2017 07:59:41
2364,50,19992,61,9,4,07/07/2017 08:36:47
2365,33,12107,44,2,5,07/07/2017 09:15:27
2366,62,22976,65,9,2,07/07/2017 10:25:35
2367,70,22773,41,4,2,07/07/2017 10:42:13
2368,38,28176,42,2,1,07/07/2017 11:40:41
2369,6,25199,64,5,1,07/07/2017 11:42:04
2370,45,13532,61,3,1,07/07/2017 12:12:39
2371,42,898,53,9,4,07/07/2017 12:21:43
2372,45,15583,50,1,1,07/07/2017 12:30:10
2373,46,17070,38,7,4,07/07/2017 12:39:36
2374,68,13605,39,8,1,07/07/2017 12:44:09
2375,11,23704,56,2,4,07/07/2017 13:50:09
2376,52,28817,37,4,2,07/07/2017 14:14:17
2377,43,27886,48,9,4,07/07/2017 14:16:30
2378,32,3663,60,2,3,07/07/2017 14:41:40
2379,34,16195,63,4,4,07/07/2017 14:51:39
2380,24,21212,38,7,4,07/07/2017 15:25:32
2381,42,305,36,8,1,07/07/2017 16:19:31
2382,12,17725,52,4,5,07/07/2017 17:30:27
2383,58,15806,60,7,3,07/07/2017 17:58:33
2384,11,16928,49,1,2,07/07/2017 18:18:37
2385,39,27345,62,7,5,07/07/2017 19:39:17
2386,50,11076,66,7,4,07/07/2017 19:43:22
2387,10,25990,50,5,4,07/07/2017 19:53:54
2388,47,1385,41,3,3,07/07/2017 22:15:12
2389,65,1931,58,1,2,07/07/2017 22:17:24
2390,47,28378,56,7,4,07/07/2017 22:24:11
2391,8,14283,44,4,2,07/07/2017 23:33:53
2392,44,5497,38,7,4,07/07/2017 23:53:13
2393,31,5000,40,9,1,08/07/2017 00:53:08
2394,65,21356,52,5,3,08/07/2017 02:05:11
2395,13,13581,66,7,5,08/07/2017 02:48:13
2396,43,6697,39,9,3,08/07/2017 03:24:12
2397,24,13563,36,4,2,08/07/2017 03:59:33
2398,52,1303,34,2,4,08/07/2017 04:25:42
2399,56,20572,46,6,5,08/07/2017 08:28:31
2400,18,6550,38,9,3,08/07/2017 10:29:26
2401,50,597,50,2,4,08/07/2017 11:48:27
2402,51,26763,48,9,2,08/07/2017 11:57:54
2403,62,24706,65,1,3,08/07/2017 12:14:47
2404,5,11299,46,4,4,08/07/2017 12:21:20
2405,68,10171,38,6,1,08/07/2017 12:48:21
2406,27,21705,40,9,2,08/07/2017 13:43:56
2407,34,20281,45,8,4,08/07/2017 14:21:20
2408,23,23360,45,5,3,08/07/2017 16:54:18
2409,31,18079,36,3,5,08/07/2017 16:59:22
2410,67,21100,63,7,3,08/07/2017 17:51:02
2411,28,8273,55,5,2,08/07/2017 18:19:13
2412,3,23611,44,2,4,08/07/2017 18:33:47
2413,33,28923,41,1,4,08/07/2017 18:39:44
2414,32,284,34,3,1,08/07/2017 18:40:36
2415,6,1848,35,6,1,08/07/2017 21:10:44
2416,52,16370,62,4,4,08/07/2017 21:42:08
2417,31,21974,58,2,2,08/07/2017 21:45:19
2418,34,12704,64,8,3,08/07/2017 22:43:23
2419,68,11640,34,6,5,08/07/2017 22:47:49
2420,17,25673,63,9,1,08/07/2017 22:54:10
2421,65,12741,46,3,3,08/07/2017 23:57:43
2422,32,20901,51,1,3,09/07/2017 00:48:02
2423,2,3205,49,6,5,09/07/2017 01:29:43
2424,18,5896,57,7,1,09/07/2017 01:42:19
2425,39,8175,49,6,5,09/07/2017 01:50:20
2426,1,28330,48,6,1,09/07/2017 02:13:12
2427,12,4592,51,3,3,09/07/2017 02:59:24
2428,21,5583,47,8,4,09/07/2017 03:37:15
2429,48,2283,62,1,1,09/07/2017 04:06:38
2430,31,17854,51,9,2,09/07/2017 04:35:12
2431,67,21173,66,8,5,09/07/2017 05:44:39
2432,2,6463,58,4,4,09/07/2017 05:53:21
2433,55,3989,36,2,1,09/07/2017 06:20:41
2434,22,22589,48,3,3,09/07/2017 07:10:01
2435,69,25272,45,7,5,09/07/2017 07:13:59
2436,23,27449,59,2,4,09/07/2017 07:45:51
2437,30,17132,63,8,3,09/07/2017 08:00:17
2438,50,13340,47,8,5,09/07/2017 08:11:40
2439,55,22817,35,7,5,09/07/2017 08:16:18
2440,36,7410,58,5,1,09/07/2017 09:26:05
2441,9,23791,59,4,4,09/07/2017 10:20:09
2442,59,14870,44,2,1,09/07/2017 10:30:33
2443,33,9081,53,3,2,09/07/2017 10:46:27
2444,49,5952,45,4,4,09/07/2017 11:08:21
2445,68,23980,60,6,2,09/07/2017 11:08:39
2446,5,3143,34,4,1,09/07/2017 11:57:01
2447,22,15911,41,1,2,09/07/2017 12:16:23
2448,37,18281,34,7,3,09/07/2017 12:46:13
2449,4,6549,35,5,1,09/07/2017 13:06:55
2450,21,4344,64,3,4,09/07/2017 13:26:20
2451,20,831,35,2,5,09/07/2017 13:38:17
2452,6,12029,37,9,5,09/07/2017 14:27:58
2453,25,13183,51,5,1,09/07/2017 16:47:34
2454,22,14886,59,7,1,09/07/2017 17:06:58
2455,57,13857,36,3,5,09/07/2017 18:02:37
2456,12,2198,38,3,1,09/07/2017 18:45:11
2457,29,17311,56,6,3,09/07/2017 19:59:40
2458,54,27926,42,9,4,09/07/2017 21:41:51
2459,71,14255,60,5,3,09/07/2017 22:21:27
2460,9,3849,34,6,1,09/07/2017 23:35:26
2461,6,26834,41,9,1,10/07/2017 00:26:41
2462,22,12364,53,2,5,10/07/2017 02:18:48
2463,37,8000,37,9,2,10/07/2017 02:46:32
2464,12,19851,47,9,3,10/07/2017 03:36:24
2465,63,11494,37,8,2,10/07/2017 03:43:15
2466,48,19018,34,6,3,10/07/2017 04:06:57
2467,32,23231,53,3,1,10/07/2017 05:13:54
2468,24,13112,55,9,5,10/07/2017 05:31:46
2469,17,3332,36,9,1,10/07/2017 07:37:07
2470,64,12740,64,9,4,10/07/2017 08:25:46
2471,67,5605,51,2,4,10/07/2017 08:31:16
2472,1,8833,34,7,1,10/07/2017 09:55:22
2473,21,29770,46,6,2,10/07/2017 10:09:59
2474,24,7970,62,2,3,10/07/2017 11:25:15
2475,71,5433,51,6,3,10/07/2017 12:13:13
2476,33,23140,35,5,2,10/07/2017 12:44:43
2477,48,18845,46,2,4,10/07/2017 12:56:21
2478,42,24451,49,9,3,10/07/2017 13:03:30
2479,43,6198,62,6,2,10/07/2017 13:07:05
2480,54,1348,60,6,2,10/07/2017 13:55:13
2481,48,21191,35,3,1,10/07/2017 14:09:41
2482,19,5772,49,2,3,10/07/2017 14:36:47
2483,30,7216,40,6,3,10/07/2017 14:49:54
2484,40,17989,38,4,3,10/07/2017 15:22:39
2485,4,955,57,7,1,10/07/2017 17:57:51
2486,2,3682,58,7,5,10/07/2017 18:32:22
2487,43,24139,44,7,1,10/07/2017 19:52:00
2488,52,3822,50,4,4,10/07/2017 19:58:30
2489,18,8590,60,5,1,10/07/2017 20:15:46
2490,66,21272,43,7,4,10/07/2017 20:16:22
2491,5,12372,54,2,3,10/07/2017 20:45:06
2492,24,21898,57,1,3,10/07/2017 21:03:16
2493,3,21860,61,9,2,10/07/2017 22:04:25
2494,70,12482,44,7,1,10/07/2017 22:09:03
2495,35,9840,34,4,2,10/07/2017 22:10:34
2496,49,24362,64,8,3,10/07/2017 22:14:05
2497,5,15039,62,7,1,10/07/2017 22:47:14
2498,70,5115,66,1,2,10/07/2017 23:30:00
2499,71,20775,66,7,5,10/07/2017 23:56:13
2500,57,29495,44,1,4,11/07/2017 00:14:25
2501,10,22776,42,1,3,11/07/2017 01:37:09
2502,26,24557,45,6,4,11/07/2017 02:03:55
2503,33,21133,66,3,4,11/07/2017 02:16:48
2504,70,4292,63,3,3,11/07/2017 03:08:14
2505,31,9623,61,9,5,11/07/2017 03:13:32
2506,57,4771,51,9,2,11/07/2017 05:10:39
2507,65,25103,34,8,1,11/07/2017 05:17:49
2508,25,16505,50,1,5,11/07/2017 08:19:46
2509,24,21764,54,2,2,11/07/2017 09:09:50
2510,61,18426,46,1,4,11/07/2017 10:07:42
2511,71,9579,55,1,2,11/07/2017 11:03:31
2512,24,13612,51,1,2,11/07/2017 11:20:04
2513,59,25819,38,9,3,11/07/2017 12:34:55
2514,63,29860,40,5,5,11/07/2017 13:11:27
2515,18,28472,38,8,1,11/07/2017 14:13:18
2516,5,20611,43,4,4,11/07/2017 14:20:16
2517,39,10700,51,1,1,11/07/2017 14:58:55
2518,33,14380,49,7,5,11/07/2017 15:19:30
2519,2,6797,44,2,1,11/07/2017 15:32:14
2520,66,25978,35,4,3,11/07/2017 15:40:30
2521,31,3076,47,3,1,11/07/2017 18:35:57
2522,31,18550,63,5,3,11/07/2017 18:40:51
2523,9,29732,40,7,5,11/07/2017 18:58:53
2524,41,2614,44,1,2,11/07/2017 19:19:50
2525,4,24992,63,5,3,11/07/2017 20:08:17
2526,3,4302,46,4,1,11/07/2017 21:02:50
2527,15,20553,61,4,3,11/07/2017 22:18:56
2528,20,22205,47,7,2,11/07/2017 22:25:23
2529,14,19865,58,2,3,11/07/2017 22:29:40
2530,56,25417,37,6,5,11/07/2017 23:11:37
2531,36,23114,51,6,2,11/07/2017 23:35:00
2532,57,25093,55,2,5,12/07/2017 00:35:10
2533,63,19968,46,6,4,12/07/2017 01:14:15
2534,51,8510,36,2,2,12/07/2017 01:33:49
2535,28,22525,44,3,2,12/07/2017 01:44:23
2536,38,25027,41,5,4,12/07/2017 02:06:19
2537,21,22453,49,9,1,12/07/2017 02:19:54
2538,56,2476,38,5,1,12/07/2017 02:29:48
2539,62,24000,52,9,1,12/07/2017 02:53:21
2540,25,18395,60,2,5,12/07/2017 02:59:21
2541,52,1327,46,5,3,12/07/2017 03:53:11
2542,58,18434,46,5,2,12/07/2017 05:12:29
2543,28,8811,47,4,3,12/07/2017 05:28:22
2544,16,11903,52,6,4,12/07/2017 06:07:11
2545,42,13189,43,3,4,12/07/2017 06:59:37
2546,54,14257,36,1,2,12/07/2017 07:16:28
2547,13,10952,37,5,4,12/07/2017 07:28:11
2548,56,3281,37,4,4,12/07/2017 08:23:53
2549,59,22139,50,2,1,12/07/2017 08:37:33
2550,21,8906,61,1,5,12/07/2017 08:51:09
2551,28,20855,45,3,4,12/07/2017 08:56:18
2552,65,14054,44,7,3,12/07/2017 08:57:33
2553,30,15938,45,2,4,12/07/2017 09:09:51
2554,5,15052,44,4,4,12/07/2017 10:39:18
2555,23,24953,60,2,3,12/07/2017 11:05:56
2556,61,10856,52,2,4,12/07/2017 12:24:08
2557,11,15379,53,7,5,12/07/2017 13:27:09
2558,10,7911,65,3,2,12/07/2017 13:47:49
2559,40,27167,36,9,4,12/07/2017 13:51:55
2560,32,10902,66,6,5,12/07/2017 13:53:45
2561,28,12456,62,6,2,12/07/2017 14:09:50
2562,22,25206,59,6,4,12/07/2017 14:14:33
2563,6,14917,38,2,5,12/07/2017 15:30:17
2564,68,17825,47,4,2,12/07/2017 15:37:33
2565,59,9905,49,2,4,12/07/2017 15:40:40
2566,71,11329,36,9,5,12/07/2017 15:42:37
2567,55,12428,41,1,3,12/07/2017 15:53:39
2568,15,27120,52,9,5,12/07/2017 17:52:24
2569,10,6951,49,5,5,12/07/2017 18:53:16
2570,49,14176,54,3,5,12/07/2017 19:39:40
2571,29,14217,43,8,1,12/07/2017 20:50:44
2572,64,26129,66,6,4,12/07/2017 20:51:48
2573,17,19752,56,2,1,12/07/2017 22:04:53
2574,35,14707,39,3,3,12/07/2017 23:07:14
2575,64,6777,42,1,5,13/07/2017 00:06:43
2576,67,8851,34,5,3,13/07/2017 01:07:28
2577,28,27674,63,3,5,13/07/2017 01:44:53
2578,22,1942,38,4,3,13/07/2017 03:40:43
2579,31,18500,63,6,4,13/07/2017 03:53:48
2580,10,19930,39,7,4,13/07/2017 04:19:04
2581,32,8052,39,6,5,13/07/2017 05:33:38
2582,63,20060,58,6,4,13/07/2017 05:55:26
2583,2,11612,54,2,2,13/07/2017 06:08:42
2584,53,5049,51,4,1,13/07/2017 06:13:23
2585,3,11325,39,6,4,13/07/2017 06:52:23
2586,30,1980,46,5,2,13/07/2017 08:02:07
2587,54,27036,67,2,4,13/07/2017 08:19:55
2588,64,2265,67,7,3,13/07/2017 08:31:22
2589,66,28171,34,9,1,13/07/2017 10:20:59
2590,55,17422,62,5,5,13/07/2017 11:01:09
2591,44,24446,49,1,3,13/07/2017 11:14:23
2592,18,26548,35,3,2,13/07/2017 12:12:23
2593,52,24228,65,2,3,13/07/2017 12:35:58
2594,38,24543,64,9,2,13/07/2017 12:44:21
2595,29,29634,55,9,3,13/07/2017 12:55:24
2596,60,4842,45,9,3,13/07/2017 13:14:32
2597,13,2322,41,1,4,13/07/2017 13:31:59
2598,42,19493,61,9,2,13/07/2017 13:33:56
2599,15,29862,43,9,5,13/07/2017 14:30:08
2600,49,11156,60,5,1,13/07/2017 15:17:31
2601,57,12784,39,4,5,13/07/2017 17:33:31
2602,43,22368,36,6,5,13/07/2017 17:46:28
2603,14,17834,40,8,3,13/07/2017 17:56:39
2604,30,26626,43,9,2,13/07/2017 19:29:24
2605,32,24150,46,9,3,13/07/2017 19:38:29
2606,26,9159,52,2,1,13/07/2017 19:39:00
2607,47,20623,63,3,1,13/07/2017 20:05:31
2608,51,24789,39,5,3,13/07/2017 22:45:04
2609,64,9729,34,6,5,13/07/2017 23:33:55
2610,35,29877,41,4,3,14/07/2017 00:13:10
2611,36,7838,54,7,2,14/07/2017 00:40:35
2612,29,25096,55,5,2,14/07/2017 01:01:22
2613,49,8381,53,7,2,14/07/2017 01:30:26
2614,5,12071,38,9,2,14/07/2017 01:38:38
2615,26,27635,36,7,4,14/07/2017 01:50:56
2616,22,5079,59,2,1,14/07/2017 02:29:06
2617,9,15722,49,7,3,14/07/2017 03:58:17
2618,59,2514,53,9,3,14/07/2017 05:07:43
2619,24,239,47,2,1,14/07/2017 05:15:20
2620,15,25787,39,9,5,14/07/2017 06:26:38
2621,51,7129,37,1,4,14/07/2017 06:27:39
2622,7,20131,42,9,4,14/07/2017 06:54:45
2623,56,983,44,1,4,14/07/2017 06:58:29
2624,47,13213,48,7,4,14/07/2017 07:20:24
2625,16,13296,50,6,2,14/07/2017 07:28:45
2626,51,15868,66,3,5,14/07/2017 08:23:19
2627,23,18385,64,9,5,14/07/2017 08:23:53
2628,47,24981,53,3,3,14/07/2017 08:31:13
2629,65,16205,35,5,3,14/07/2017 08:53:35
2630,53,19177,67,5,5,14/07/2017 11:04:11
2631,54,23570,58,7,3,14/07/2017 12:13:52
2632,69,21712,40,4,4,14/07/2017 12:40:17
2633,63,25599,40,4,2,14/07/2017 13:21:19
2634,59,19673,49,4,4,14/07/2017 14:40:53
2635,61,885,49,1,1,14/07/2017 15:17:05
2636,32,16861,43,4,1,14/07/2017 15:35:46
2637,7,7031,65,8,4,14/07/2017 16:01:42
2638,64,27770,38,1,1,14/07/2017 17:34:37
2639,39,14314,39,9,5,14/07/2017 18:32:55
2640,24,16765,44,7,5,14/07/2017 18:39:46
2641,32,29816,46,9,2,14/07/2017 19:01:19
2642,57,10716,57,5,5,14/07/2017 19:34:41
2643,35,29298,64,6,3,14/07/2017 20:29:47
2644,46,14381,59,2,2,14/07/2017 21:49:13
2645,33,13738,36,3,2,14/07/2017 22:05:42
2646,11,22594,38,1,5,14/07/2017 22:23:12
2647,26,8366,45,8,5,14/07/2017 22:41:07
2648,24,10984,61,7,3,14/07/2017 23:17:52
2649,15,19159,63,4,1,14/07/2017 23:18:03
2650,70,9415,53,7,1,14/07/2017 23:35:57
2651,38,13187,60,6,4,15/07/2017 00:23:59
2652,56,17225,65,9,1,15/07/2017 01:06:57
2653,20,3458,45,5,2,15/07/2017 01:10:27
2654,53,3637,56,1,2,15/07/2017 01:30:17
2655,10,2764,36,2,1,15/07/2017 01:49:17
2656,47,14648,50,9,5,15/07/2017 02:46:44
2657,56,14314,56,5,5,15/07/2017 02:50:02
2658,2,6143,63,5,5,15/07/2017 03:36:04
2659,50,7578,56,3,5,15/07/2017 04:25:57
2660,38,8950,45,8,1,15/07/2017 04:41:19
2661,14,10258,59,3,3,15/07/2017 05:45:00
2662,41,10644,44,4,5,15/07/2017 06:05:47
2663,37,12894,51,8,1,15/07/2017 07:49:14
2664,39,24125,59,4,4,15/07/2017 09:11:17
2665,59,27864,51,4,2,15/07/2017 09:26:02
2666,3,23432,53,7,5,15/07/2017 10:26:02
2667,63,8586,64,1,5,15/07/2017 12:34:56
2668,52,11491,60,1,3,15/07/2017 13:16:29
2669,5,18446,47,9,3,15/07/2017 14:24:06
2670,64,10555,49,7,5,15/07/2017 14:52:56
2671,71,9312,59,2,3,15/07/2017 16:28:31
2672,36,17455,43,7,4,15/07/2017 17:07:49
2673,6,3719,36,3,4,15/07/2017 17:57:27
2674,71,29160,46,5,3,15/07/2017 18:48:55
2675,27,10653,64,7,5,15/07/2017 19:28:51
2676,31,10885,37,1,5,15/07/2017 19:50:27
2677,50,4683,39,7,1,15/07/2017 21:04:09
2678,49,28246,42,2,5,15/07/2017 22:04:40
2679,58,18270,51,3,1,16/07/2017 00:02:13
2680,43,15866,49,7,3,16/07/2017 00:17:51
2681,15,13298,36,3,1,16/07/2017 00:53:17
2682,56,7342,61,5,4,16/07/2017 01:28:10
2683,36,28204,52,3,2,16/07/2017 01:33:53
2684,19,3840,42,4,4,16/07/2017 01:50:25
2685,51,27182,48,3,1,16/07/2017 02:09:19
2686,12,11478,44,6,1,16/07/2017 04:13:50
2687,47,4315,42,7,1,16/07/2017 04:32:36
2688,69,2113,39,5,4,16/07/2017 04:42:07
2689,22,7954,46,8,3,16/07/2017 04:50:23
2690,13,24898,60,7,1,16/07/2017 04:59:10
2691,16,8640,57,1,2,16/07/2017 05:55:21
2692,66,4647,53,7,3,16/07/2017 06:19:32
2693,8,29014,35,8,2,16/07/2017 06:23:18
2694,55,624,40,2,3,16/07/2017 07:06:25
2695,7,26840,55,5,2,16/07/2017 07:16:12
2696,28,16386,50,4,1,16/07/2017 07:24:17
2697,38,24644,51,2,3,16/07/2017 08:02:48
2698,65,25069,36,7,1,16/07/2017 08:06:55
2699,8,3621,35,8,1,16/07/2017 08:32:11
2700,56,10964,43,8,2,16/07/2017 09:31:42
2701,47,12761,62,6,1,16/07/2017 09:52:30
2702,11,2238,45,9,4,16/07/2017 10:06:47
2703,14,10348,41,2,3,16/07/2017 11:11:27
2704,38,13652,34,5,3,16/07/2017 11:48:12
2705,1,9115,41,7,1,16/07/2017 12:20:56
